Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,AM7,X,194,FULL-SIZE_X_AM7_medium,3000,122400000.0
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,226,FULL-SIZE_X_M6_medium,3027,123501600.0
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,AS6,X,198,FULL-SIZE_X_AS6_medium,3252,138535200.0
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,M6,X,205,FULL-SIZE_X_M6_medium,3458,147310800.0
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,102,FULL-SIZE_X_AM6_medium,3722,151857600.0
HYUNDAI,KONA,SUV - SMALL,2.0,4,AS6,X,186,SUV - SMALL_X_AS6_medium,4223,129223800.0
HYUNDAI,KONA AWD,SUV - SMALL,1.6,4,AM7,X,201,SUV - SMALL_X_AM7_medium,4579,131875200.0
HYUNDAI,KONA AWD,SUV - SMALL,2.0,4,AS6,X,202,SUV - SMALL_X_AS6_medium,4274,130784400.0
HYUNDAI,SANTA FE SPORT ULTIMATE AWD,SUV - SMALL,2.0,4,AS6,X,264,SUV - SMALL_X_AS6_medium,3946,120747600.0
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS8,X,212,FULL-SIZE_X_AS8_medium,3108,132400800.0
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,202,FULL-SIZE_X_AS6_medium,2754,122277600.0
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AM6,X,135,MID-SIZE_X_AM6_medium,4274,130784400.0
HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4,AM6,X,132,MID-SIZE_X_AM6_medium,4245,129897000.0
HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,AM7,X,221,SUV - SMALL_X_AM7_medium,4273,123062400.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,228,MID-SIZE_Z_AS7_medium,3782,128966200.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,253,MID-SIZE_Z_AS7_large,3492,141076800.0
INFINITI,Q50 AWD RED SPORT,MID-SIZE,3.0,6,AS7,Z,260,MID-SIZE_Z_AS7_large,3184,128633600.0
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,251,SUBCOMPACT_Z_AS7_large,3198,129199200.0
INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3.0,6,AS7,Z,259,SUBCOMPACT_Z_AS7_large,2701,109120400.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,301,MID-SIZE_Z_AS7_performance,1808,97451200.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,257,SUV - SMALL_Z_AV7_large,3251,138655150.0
JAGUAR,F-PACE 20d,SUV - SMALL,2.0,4,AS8,D,218,SUV - SMALL_D_AS8_medium,4076,134915600.0
JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,227,SUV - SMALL_Z_AS8_medium,3679,125453900.0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,2.0,4,AS8,Z,215,TWO-SEATER_Z_AS8_medium,1892,87221200.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,AS8,Z,253,TWO-SEATER_Z_AS8_large,1596,83630400.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,302,TWO-SEATER_Z_M6_large,1638,85831200.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3.0,6,AS8,Z,265,TWO-SEATER_Z_AS8_large,1790,93796000.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,2.0,4,AS8,Z,215,TWO-SEATER_Z_AS8_medium,1931,89019100.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,AS8,Z,253,TWO-SEATER_Z_AS8_large,1726,90442400.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,302,TWO-SEATER_Z_M6_large,1445,75718000.0
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3.0,6,AS8,Z,265,TWO-SEATER_Z_AS8_large,1351,70792400.0
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,311,TWO-SEATER_Z_AS8_xlarge,1252,79126400.0
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS8,Z,311,TWO-SEATER_Z_AS8_xlarge,714,45124800.0
JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Z,200,COMPACT_Z_AS8_medium,4313,147073300.0
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4,AS8,Z,207,MID-SIZE_Z_AS8_medium,3357,114473700.0
JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3.0,6,AS8,Z,276,FULL-SIZE_Z_AS8_large,2269,118895600.0
JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3.0,6,AS8,Z,280,FULL-SIZE_Z_AS8_large,1961,102756400.0
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,313,FULL-SIZE_Z_AS8_xlarge,1768,111737600.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,225,SUV - SMALL_X_A9_medium,3897,126262800.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,218,SUV - SMALL_E_A9_medium,2777,89974800.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,235,SUV - SMALL_X_A9_medium,3919,126975600.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,E,231,SUV - SMALL_E_A9_medium,2936,95126400.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,239,SUV - SMALL_X_A9_medium,3997,129502800.0
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,218,SUV - SMALL_X_A6_medium,3970,128628000.0
JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,211,SUV - SMALL_X_M6_medium,4133,133909200.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,222,SUV - SMALL_X_A9_medium,3694,119685600.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,221,SUV - SMALL_X_M6_medium,3795,122958000.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.0,6,A8,D,268,SUV - STANDARD_D_A8_large,2561,131635400.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,331,SUV - STANDARD_X_A8_performance,1937,121740450.0
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,368,SUV - STANDARD_Z_A8_performance,1636,113702000.0
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,413,SUV - STANDARD_Z_A8_performance,732,50215200.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,2.0,4,A8,X,233,SUV - SMALL_X_A8_medium,4184,128030400.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6,A8,X,274,SUV - SMALL_X_A8_xlarge,2583,102286800.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,277,SUV - SMALL_X_M6_xlarge,2800,110880000.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4,A8,X,245,SUV - SMALL_X_A8_medium,3565,109089000.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A8,X,275,SUV - SMALL_X_A8_xlarge,2778,110008800.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,285,SUV - SMALL_X_M6_xlarge,2629,104108400.0
JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,222,SUV - SMALL_X_A9_medium,4036,130766400.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,A5,X,299,SUV - SMALL_X_A5_xlarge,2842,112543200.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,M6,X,298,SUV - SMALL_X_M6_xlarge,3000,118800000.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,313,SUV - SMALL_X_A5_xlarge,2940,116424000.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,312,SUV - SMALL_X_M6_xlarge,2843,112582800.0
KIA,FORTE (MPI),MID-SIZE,2.0,4,AS6,X,168,MID-SIZE_X_AS6_medium,4481,137118600.0
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,197,FULL-SIZE_X_AS6_medium,3121,132954600.0
KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,224,FULL-SIZE_X_AS6_medium,2658,113230800.0
KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,AM6,X,132,MID-SIZE_X_AM6_medium,4898,149878800.0
KIA,RIO,COMPACT,1.6,4,AS6,X,177,COMPACT_X_AS6_medium,4562,131385600.0
KIA,RIO,COMPACT,1.6,4,M6,X,175,COMPACT_X_M6_medium,4494,129427200.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AM7,X,199,STATION WAGON - SMALL_X_AM7_medium,3516,101260800.0
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,218,SUV - SMALL_X_AS6_medium,3742,121240800.0
KIA,STINGER AWD,MID-SIZE,3.3,6,AS8,Z,265,MID-SIZE_Z_AS8_large,2774,115814500.0
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,454,TWO-SEATER_Z_AM7_performance,362,26625100.0
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,464,TWO-SEATER_Z_AM7_performance,323,23756650.0
LAMBORGHINI,AVENTADOR S COUPE,TWO-SEATER,6.5,12,AM7,Z,454,TWO-SEATER_Z_AM7_performance,150,11032500.0
LAMBORGHINI,AVENTADOR S ROADSTER,TWO-SEATER,6.5,12,AM7,Z,464,TWO-SEATER_Z_AM7_performance,150,11032500.0
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,336,TWO-SEATER_Z_AM7_performance,1176,77498400.0
LAMBORGHINI,HURACAN AWD,TWO-SEATER,5.2,10,AM7,Z,349,TWO-SEATER_Z_AM7_performance,979,64516100.0
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,337,TWO-SEATER_Z_AM7_performance,1422,93709800.0
LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Z,350,TWO-SEATER_Z_AM7_performance,1146,75521400.0
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS9,Z,246,SUV - SMALL_Z_AS9_medium,3777,128795700.0
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,225,SUV - SMALL_Z_AS9_medium,3322,113280200.0
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,AS9,Z,231,SUV - SMALL_Z_AS9_medium,3809,129886900.0
LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,2.0,4,AS8,D,229,SUV - SMALL_D_AS8_medium,3859,127732900.0
LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,3.0,6,AS8,Z,273,SUV - SMALL_Z_AS8_large,2861,115584400.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,257,MID-SIZE_Z_AS6_large,2948,125732200.0
LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,214,COMPACT_Z_AS8_medium,4162,141924200.0
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,254,COMPACT_Z_AS6_large,3322,141683300.0
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,254,COMPACT_Z_AS6_large,2978,127011700.0
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,286,SUBCOMPACT_Z_AS10_xlarge,2407,123238400.0
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,187,SUBCOMPACT_Z_AV10_large,3156,134603400.0
LEXUS,LS 500,MID-SIZE,3.4,6,AS10,Z,240,MID-SIZE_Z_AS10_large,3116,131495200.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,259,MID-SIZE_Z_AS10_large,2833,119552600.0
LEXUS,LS 500h,MID-SIZE,3.5,6,AV10,Z,195,MID-SIZE_Z_AV10_large,3354,143048100.0
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,211,MID-SIZE_Z_AV10_large,3470,147995500.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,371,SUV - STANDARD_Z_AS8_performance,1046,69402100.0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,226,SUV - SMALL_Z_AS6_medium,4147,141412700.0
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,232,SUV - SMALL_Z_AS6_medium,3155,107585500.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,262,SUBCOMPACT_Z_AS6_large,2586,110292900.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,262,SUBCOMPACT_Z_AS6_large,2828,120614200.0
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,268,SUV - SMALL_X_AS8_large,3348,131074200.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,280,FULL-SIZE_X_AS6_large,2382,113264100.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,290,FULL-SIZE_X_AS6_large,2279,111443100.0
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,269,SUV - SMALL_X_AS6_medium,3624,115786800.0
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,293,SUV - SMALL_X_AS6_xlarge,2872,115023600.0
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,242,MID-SIZE_X_AS6_medium,4013,122797800.0
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS10,X,310,SUV - STANDARD_X_AS10_large,2535,129665250.0
MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS8,Z,293,MID-SIZE_Z_AS8_large,2924,118129600.0
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,340,SUV - STANDARD_Z_AS8_large,1767,92590800.0
MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS8,Z,346,SUV - STANDARD_Z_AS8_large,1947,102022800.0
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,321,FULL-SIZE_Z_AS8_xlarge,1673,96699400.0
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS8,Z,300,FULL-SIZE_Z_AS8_large,1796,94110400.0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,301,FULL-SIZE_Z_AS8_large,2131,111664400.0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,180,COMPACT_X_AS6_medium,4459,136445400.0
MAZDA,CX-3,COMPACT,2.0,4,M6,X,189,COMPACT_X_M6_medium,4671,142932600.0
MAZDA,CX-5 ,SUV - SMALL,2.0,4,M6,X,206,SUV - SMALL_X_M6_medium,3895,119187000.0
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,206,SUV - SMALL_X_AS6_medium,4489,147463650.0
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,201,SUV - SMALL_X_AS6_medium,3881,127490850.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,217,SUV - SMALL_X_AS6_medium,4013,131827050.0
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,208,SUV - SMALL_X_AS6_medium,4239,139251150.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,187,MID-SIZE_X_AS6_medium,3908,128377800.0
MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,AS6,X,208,MID-SIZE_X_AS6_medium,4079,133995150.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,188,TWO-SEATER_Z_AS6_medium,1597,73621700.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,189,TWO-SEATER_Z_M6_medium,2264,104370400.0
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,244,COMPACT_Z_A9_large,3388,136875200.0
MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3.0,6,A9,Z,256,SUBCOMPACT_Z_A9_large,2720,109888000.0
MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3.0,6,A9,Z,245,SUBCOMPACT_Z_A9_large,2879,116311600.0
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A7,Z,274,COMPACT_Z_A7_xlarge,3046,142248200.0
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,A7,Z,291,SUBCOMPACT_Z_A7_xlarge,2211,103253700.0
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,A7,Z,285,SUBCOMPACT_Z_A7_xlarge,2216,103487200.0
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A7,Z,274,COMPACT_Z_A7_xlarge,2789,130246300.0
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,A7,Z,291,SUBCOMPACT_Z_A7_xlarge,2063,96342100.0
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,A7,Z,285,SUBCOMPACT_Z_A7_xlarge,2859,133515300.0
MERCEDES-BENZ,AMG CLA 45 4MATIC,COMPACT,2.0,4,AM7,Z,217,COMPACT_Z_AM7_medium,3758,128147800.0
MERCEDES-BENZ,AMG E 43 4MATIC,MID-SIZE,3.0,6,A9,Z,258,MID-SIZE_Z_A9_large,3197,129158800.0
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4.0,8,A9,Z,313,MID-SIZE_Z_A9_xlarge,2344,109464800.0
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,4.0,8,A9,Z,312,STATION WAGON - MID-SIZE_Z_A9_xlarge,1593,74393100.0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,A7,Z,419,SUV - STANDARD_Z_A7_performance,1000,65450000.0
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,A7,Z,473,SUV - STANDARD_Z_A7_performance,619,44134700.0
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,225,STATION WAGON - MID-SIZE_Z_AM7_medium,2761,94150100.0
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Z,277,SUV - SMALL_Z_A9_large,3263,131825200.0
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,272,SUV - SMALL_Z_A9_large,3262,131784800.0
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,282,SUV - STANDARD_Z_A9_large,2644,138545600.0
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,285,SUV - STANDARD_Z_A9_large,2278,119367200.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,A7,Z,364,SUV - STANDARD_Z_A7_performance,1116,73042200.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,A7,Z,357,SUV - STANDARD_Z_A7_performance,1282,83906900.0
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,5.5,8,A7,Z,367,SUV - STANDARD_Z_A7_performance,1414,92546300.0
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AM7,Z,302,TWO-SEATER_Z_AM7_xlarge,1327,77894900.0
MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4.0,8,AM7,Z,304,TWO-SEATER_Z_AM7_xlarge,639,37509300.0
MERCEDES-BENZ,AMG GT C COUPE,TWO-SEATER,4.0,8,AM7,Z,322,TWO-SEATER_Z_AM7_xlarge,1107,64980900.0
MERCEDES-BENZ,AMG GT C ROADSTER,TWO-SEATER,4.0,8,AM7,Z,322,TWO-SEATER_Z_AM7_xlarge,1149,67446300.0
MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4.0,8,AM7,Z,324,TWO-SEATER_Z_AM7_xlarge,1032,60578400.0
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AM7,Z,302,TWO-SEATER_Z_AM7_xlarge,1513,88813100.0
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,4.0,8,A9,Z,275,FULL-SIZE_Z_A9_xlarge,2114,124091800.0
MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,SUBCOMPACT,4.0,8,A9,Z,306,SUBCOMPACT_Z_A9_xlarge,2569,119972300.0
MERCEDES-BENZ,AMG S 63 4MATIC COUPE,COMPACT,4.0,8,A9,Z,271,COMPACT_Z_A9_xlarge,2816,131507200.0
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,356,FULL-SIZE_Z_A7_performance,1345,95898500.0
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,291,TWO-SEATER_Z_A7_performance,1507,98633150.0
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,A7,Z,339,TWO-SEATER_Z_A7_performance,1115,79499500.0
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,236,TWO-SEATER_Z_A9_large,1311,68696400.0
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AM7,Z,196,MID-SIZE_Z_AM7_medium,3681,125522100.0
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4,AM7,Z,215,MID-SIZE_Z_AM7_medium,3504,119486400.0
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,214,COMPACT_Z_A9_medium,4048,138036800.0
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A9,Z,224,SUBCOMPACT_Z_A9_medium,3529,120338900.0
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,A9,Z,218,SUBCOMPACT_Z_A9_medium,3194,108915400.0
MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON - MID-SIZE,2.0,4,A9,Z,222,STATION WAGON - MID-SIZE_Z_A9_medium,2844,96980400.0
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AM7,Z,193,COMPACT_Z_AM7_medium,3606,122964600.0
MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2.0,4,AM7,Z,204,COMPACT_Z_AM7_medium,4375,149187500.0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,227,MID-SIZE_Z_A9_medium,3365,114746500.0
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A9,Z,246,MID-SIZE_Z_A9_large,3101,125280400.0
MERCEDES-BENZ,E 400 4MATIC CABRIOLET,SUBCOMPACT,3.0,6,A9,Z,251,SUBCOMPACT_Z_A9_large,2830,114332000.0
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6,A9,Z,248,SUBCOMPACT_Z_A9_large,3217,129966800.0
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,A9,Z,261,STATION WAGON - MID-SIZE_Z_A9_large,1663,67185200.0
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A7,Z,410,SUV - STANDARD_Z_A7_xlarge,1296,76075200.0
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AM7,Z,209,SUV - SMALL_Z_AM7_medium,3778,128829800.0
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,240,SUV - SMALL_Z_A9_medium,3429,116928900.0
MERCEDES-BENZ,GLC 300 4MATIC COUPE,SUV - SMALL,2.0,4,A9,Z,235,SUV - SMALL_Z_A9_medium,4016,136945600.0
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,282,SUV - STANDARD_Z_A9_large,2192,114860800.0
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,317,SUV - STANDARD_Z_A9_xlarge,2034,125802900.0
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,305,SUV - STANDARD_Z_A9_large,2342,122720800.0
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,346,SUV - STANDARD_Z_A9_xlarge,1953,120793050.0
MERCEDES-BENZ,MAYBACH S 650,FULL-SIZE,6.0,12,A9,Z,355,FULL-SIZE_Z_A9_performance,950,67735000.0
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,251,SPECIAL PURPOSE VEHICLE_Z_A7_medium,2516,85795600.0
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,268,SPECIAL PURPOSE VEHICLE_Z_A7_medium,2861,97560100.0
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,Z,255,MID-SIZE_Z_A9_large,3120,126048000.0
MERCEDES-BENZ,S 560 CABRIOLET,SUBCOMPACT,4.0,8,A9,Z,276,SUBCOMPACT_Z_A9_xlarge,2087,97462900.0
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,265,FULL-SIZE_Z_A9_xlarge,1936,113643200.0
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,261,MID-SIZE_Z_A9_xlarge,2809,131180300.0
MERCEDES-BENZ,S 560 4MATIC COUPE,COMPACT,4.0,8,A9,Z,269,COMPACT_Z_A9_xlarge,3098,144676600.0
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,238,TWO-SEATER_Z_A9_large,1406,73674400.0
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,275,TWO-SEATER_Z_A9_xlarge,507,31357950.0
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,202,TWO-SEATER_Z_A9_medium,1979,91231900.0
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Z,184,SUBCOMPACT_Z_AS6_small,3483,107798850.0
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,184,SUBCOMPACT_Z_AS6_small,3283,101608850.0
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,174,SUBCOMPACT_Z_M6_small,3157,97709150.0
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,212,MID-SIZE_Z_AS8_small,3945,122097750.0
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M6,Z,214,MID-SIZE_Z_M6_small,3757,116279150.0
